Sleeve Band,Unidentified Artist,19th century,30.75.622,Silk;  on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/79583.jpg,The Metropolitan Museum of Art
Bowl,Unidentified Artist,18th–19th century,1974.356.59,Porcelaneous stoneware,China,https://images.metmuseum.org/CRDImages/as/mobile-large/204734.jpg,The Metropolitan Museum of Art
"Dish with flowers, fruits, and butterfly",Unidentified Artist,mid-18th century,24.80.393,Painted enamel on copper alloy,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP240967.jpg,The Metropolitan Museum of Art
Fragment of a Worked Object,Unidentified Artist,Unknown Date,02.18.84,Nephrite,China (possibly Turkestan),https://images.metmuseum.org/CRDImages/as/mobile-large/02_18_84 Fragment of Worked Object.JPG,The Metropolitan Museum of Art
Two Poems,Unidentified artist,n. d.,1989.363.34,Handscroll; ink and color on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1989_363_34_sec01_CRD.jpg,The Metropolitan Museum of Art
"Hawk, pine, plum, and rock",Zhu Cheng,dated 1873,1986.267.65,Hanging scroll; ink and color on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-24795-002.jpg,The Metropolitan Museum of Art
Cup in Shape of Rhinoceros Horn,Unidentified Artist,18th century,2012.527.1,Porcelain with applied decoration (Dehua ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/TR_193_2_2012_Strm1_01.jpg,The Metropolitan Museum of Art
Piece,Unidentified Artist,17th century,20.148.359,Silk / Compound weave,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP15836.jpg,The Metropolitan Museum of Art
Cup,Unidentified Artist,19th century,91.1.436,Porcelain painted in overglaze polychrome enamels,China,https://images.metmuseum.org/CRDImages/as/mobile-large/91_1_436_O1.jpg,The Metropolitan Museum of Art
"Sutra Covers with the Eight Buddhist Treasures

",Unidentified Artist,Unknown Date,"2015.500.1.52a, b","Red lacquer with incised decoration inlaid with gold 
",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP704292.jpg,The Metropolitan Museum of Art
Lotus-Leaf Dish,Unidentified Artist,Unknown Date,02.18.468,"Nephrite, very dark sage-green",China,https://images.metmuseum.org/CRDImages/as/mobile-large/02_18_468_O2.jpg,The Metropolitan Museum of Art
Rank Badge with Silver Pheasant,Unidentified Artist,late 18th–early 19th century,30.75.926,"Silk, metallic thread on silk",China,https://images.metmuseum.org/CRDImages/as/mobile-large/79946.jpg,The Metropolitan Museum of Art
"Vase with abstract decoration

",Unidentified Artist,13th–14th century,2001.361.1,"Stoneware with carved and incised design under celadon glaze (Cizhou ware)


",China,https://images.metmuseum.org/CRDImages/as/mobile-large/269432.jpg,The Metropolitan Museum of Art
Vase with landscape and flowers,Unidentified Artist,18th century,14.40.192,Porcelain painted in overglaze polychrome enamels (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/50998.jpg,The Metropolitan Museum of Art
Vase with poem on marbled ground,Unidentified Artist,late 18th century,79.2.1003,Porcelain painted in overglaze polychrome enamels in immitation of marble (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/79_2_1003_O1_sf.jpg,The Metropolitan Museum of Art
Panel with gourds on vines,Unidentified Artist,late 18th–early 19th century,59.18,Silk and metal thread tapestry (kesi),China,https://images.metmuseum.org/CRDImages/as/mobile-large/SC53345.jpg,The Metropolitan Museum of Art
Snuff bottle with stopper,Unidentified Artist,Unknown Date,"02.18.532a, b",Pure white nephrite,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP295123.jpg,The Metropolitan Museum of Art
Shard (Study Collection),Unidentified Artist,Unknown Date,1982.464.16,Blue-and-white porcelain,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1982_464_16.jpg,The Metropolitan Museum of Art
Dish with floral pattern,Unidentified Artist,19th century,09.70.105,Porcelain painted in overglaze polychrome enamels (Bencharong ware for Thai market),China,https://images.metmuseum.org/CRDImages/as/mobile-large/86679.jpg,The Metropolitan Museum of Art
Stele with Buddha,Unidentified Artist,dated 574 (5th year of Wuping reign),30.76.137,Earthenware,China,https://images.metmuseum.org/CRDImages/as/mobile-large/30_76_137_O1.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,18th century,65.86.166,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/183848.jpg,The Metropolitan Museum of Art
Streams and Mountains without End,Zhao Zuo,dated 1611–12,1976.219,Handscroll; ink and color on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP204409_10.jpg,The Metropolitan Museum of Art
Old pine,Wen Zhengming,mid-16th century,2015.500.8.4,Hanging scroll; ink and color on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-24857-002.jpg,The Metropolitan Museum of Art
Vase (Gallipot),Unidentified Artist,Unknown Date,24.80.157,Porcelain,China,https://images.metmuseum.org/CRDImages/as/mobile-large/24_80_157_56685.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,Unknown Date,14.40.395,Porcelain,China,https://images.metmuseum.org/CRDImages/as/mobile-large/14_40_395_O1_sf.jpg,The Metropolitan Museum of Art
Furniture Cover for Chair,Unidentified Artist,Unknown Date,62.97.42,"Silk, metallic thread;  on silk;  lined with linen (?)",China,https://images.metmuseum.org/CRDImages/as/mobile-large/175112.jpg,The Metropolitan Museum of Art
Landscape,Unidentified artist,"early 20th century, spurious date of 1577",1989.363.89,Handscroll; ink and color on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP206094_CRD.jpg,The Metropolitan Museum of Art
Bodhisattva Guanyin standing on a dragonfish,Unidentified Artist,19th century,50.221.16,Porcelain with ivory glaze (Dehua ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-15944-043.jpg,The Metropolitan Museum of Art
Imperial Court Robe,Unidentified Artist,20th century,49.82,"Silk, metallic thread",China,https://images.metmuseum.org/CRDImages/as/mobile-large/49_82_F_sf.jpg,The Metropolitan Museum of Art
Footed dish with floral pattern,Unidentified Artist,19th century,09.70.37,Porcelain painted in overglaze polychrome enamels (Bencharong ware for Thai market),China,https://images.metmuseum.org/CRDImages/as/mobile-large/86997.jpg,The Metropolitan Museum of Art
Ewer,Unidentified Artist,11th century,25.219.1,Stoneware with red-brown glaze (Northern ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/25_219_1_O.jpg,The Metropolitan Museum of Art
Finial with Wild Ram,Unidentified Artist,7th–6th century BCE,2002.201.29,Bronze,Northeast China,https://images.metmuseum.org/CRDImages/as/mobile-large/2002_201_29.JPG,The Metropolitan Museum of Art
Chariot Fitting,Unidentified Artist,ca. 11th century BCE,1978.264.6,Bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP151452.jpg,The Metropolitan Museum of Art
Tile,Unidentified Artist,Unknown Date,10.202.22,Earthenware,China,https://images.metmuseum.org/CRDImages/as/mobile-large/10_202_22.JPG,The Metropolitan Museum of Art
Magnolia cup,Unidentified Artist,late 18th century,79.2.1315,Porcelain painted in overglaze polychrome enamels (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/79_2_1315_O3_sf.jpg,The Metropolitan Museum of Art
"Piece of  ""False Jade"" Carved in Shape of a Flying Fish",Unidentified Artist,20th century,1981.296.63,"""False Jade""",China,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_63_O1.jpg,The Metropolitan Museum of Art
Jade Ring,Unidentified Artist,ca. 2400–2000 BCE,1994.605.4,Jade (Nephrite),China,https://images.metmuseum.org/CRDImages/as/mobile-large/L35673.jpg,The Metropolitan Museum of Art
Dish,Unidentified Artist,18th century,02.18.863,Carnelian and white agate,China,https://images.metmuseum.org/CRDImages/as/mobile-large/02_18_863_O2.jpg,The Metropolitan Museum of Art
Snuff Bottle,Unidentified Artist,Unknown Date,02.18.712,"Jadeite, reddish and greyish",China,https://images.metmuseum.org/CRDImages/as/mobile-large/32999.jpg,The Metropolitan Museum of Art
Harness Ornament with a Winged Horse,Unidentified Artist,1st century BCE–1st century CE,2002.201.208,Silver,Northeast China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP156553.jpg,The Metropolitan Museum of Art
Panel,Unidentified Artist,19th century,30.75.508,"Silk, metallic thread;  on silk",China,https://images.metmuseum.org/CRDImages/as/mobile-large/79138.jpg,The Metropolitan Museum of Art
Bottle,Unidentified Artist,19th century,91.1.1168,Glass,China,https://images.metmuseum.org/CRDImages/as/mobile-large/91_1_1168_O1.jpg,The Metropolitan Museum of Art
Knickknack Peddler,Unidentified artist,13th–15th century,1973.121.10,Fan mounted as an album leaf; ink and color on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP153515.jpg,The Metropolitan Museum of Art
Polishing wheel for carving jade,Unidentified Artist,20th century,1981.296.22,Wood,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_14-28_226267.jpg,The Metropolitan Museum of Art
Paperweight,Unidentified Artist,18th century,02.18.841,Rock crystal,China,https://images.metmuseum.org/CRDImages/as/mobile-large/32774.jpg,The Metropolitan Museum of Art
Page from the Ten Bamboo Studio Manual of Painting and Calligraphy,Hu Zhengyan,first edition printed in 1633,CP115,Individual leaf from a printed book; ink and color on pape,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-26871-001.jpg,The Metropolitan Museum of Art
Two Paintings of Deer Antlers,Qianlong Emperor,dated 1762 and 1767,"13.220.127a, b",Two handscrolls; ink and color on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP166604.jpg,The Metropolitan Museum of Art
Covered vase with immortals,Unidentified Artist,18th–19th century,65.86.154a–c,Jade (nephrite),China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-15968-037.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,11th–12th century,26.292.87,"Porcelain with celadon glaze (Jingdezhen Qingbai ware)

",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-15944-039.jpg,The Metropolitan Museum of Art
Textile,Unidentified Artist,18th century,20.148.897,Textiles-Woven,China or Japan,https://images.metmuseum.org/CRDImages/as/mobile-large/DP15038_20.148.897.jpg,The Metropolitan Museum of Art
"Octagonal dish with crab, shrimp, and flowers",Unidentified Artist,late 18th century,79.2.1041,Porcelain painted in underglaze cobalt blue and overglaze polychrome enamels (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/79_2_1041_O1.jpg,The Metropolitan Museum of Art
Jar,Unidentified Artist,Unknown Date,1991.253.58,Porcelain painted in overglaze polychrome enamels,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1991_253_58.jpg,The Metropolitan Museum of Art
"Bowl with Dragons among Waves
",Unidentified Artist,10th century,18.56.36,"Stoneware with carved and incised decoration under celadon glaze (Yue ware)

",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP356176.jpg,The Metropolitan Museum of Art
Disk,Unidentified Artist,Unknown Date,16.144.57,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/16_144_57.JPG,The Metropolitan Museum of Art
Dish of Fruit and Peach Blossoms,Unidentified Artist,18th–19th century,02.18.746,"Jade (jadeite) and various stones, amber, glass, bone, and feathers",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP225824.jpg,The Metropolitan Museum of Art
Bottle,Unidentified Artist,Unknown Date,29.100.318,Porcelain with red glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/75999.jpg,The Metropolitan Museum of Art
Snuff Bottle,Unidentified Artist,Unknown Date,"21.175.337a, b","Lacquer inlaid with mother-of-pearl, amber stopper",China,https://images.metmuseum.org/CRDImages/as/mobile-large/21_175_337ab_O1.jpg,The Metropolitan Museum of Art
Plate with scalloped rim,Unidentified Artist,late 17th–early 18th century,29.100.310,Porcelain painted in underglaze cobalt blue (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-29_100_310_whs-002.jpg,The Metropolitan Museum of Art
Boy with lotus,Unidentified Artist,11th–12th century,2008.326,Rock crystal,China,https://images.metmuseum.org/CRDImages/as/mobile-large/2008_326_O2.jpg,The Metropolitan Museum of Art
Wardrobe,Unidentified Artist,late 16th or early 17th century,51.100.2a–f,"Wood with inlay of mother-of-pearl, amber, glass, ivory, and other materials",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP205480.jpg,The Metropolitan Museum of Art
Octagonal box with pommel scrolls,Unidentified Artist,late 14th–early 15th century,"2015.500.1.3a, b",Carved black lacquer with red layers (tixi),China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP704124.jpg,The Metropolitan Museum of Art
Snuff bottle with stopper,Unidentified Artist,18th–19th century,"02.18.953a, b",Agate,China,https://images.metmuseum.org/CRDImages/as/mobile-large/02_18_953.JPG,The Metropolitan Museum of Art
Women and children in a garden,Unidentified artist,Unknown Date,13.220.2,Handscroll; ink and color on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP215053_CRD.jpg,The Metropolitan Museum of Art
Pair of book covers with Buddhist deities,Unidentified Artist,ca. late 11th century,"2020.290a, b",Distemper and gilt on wood,Tibet,https://images.metmuseum.org/CRDImages/as/mobile-large/21aR4_61E.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,Unknown Date,14.40.372,Porcelain with peach bloom glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP307773.jpg,The Metropolitan Museum of Art
"Bowl with pine tree, bamboo, and plum blossom",Unidentified Artist,late 18th century,79.2.1300,Porcelain painted in underglaze cobalt blue and overglaze polychrome enamels (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/29773.jpg,The Metropolitan Museum of Art
Brush Washer,Unidentified Artist,late 17th–early 18th century,14.40.360,Porcelain with peach-bloom glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/23346.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,Unknown Date,02.18.364,Jadeite,China,https://images.metmuseum.org/CRDImages/as/mobile-large/02_18_364_O2.jpg,The Metropolitan Museum of Art
Footed Dish,Unidentified Artist,late 18th–19th century,09.70.103,Porcelain painted in overglaze polychrome enamels,China,https://images.metmuseum.org/CRDImages/as/mobile-large/86677.jpg,The Metropolitan Museum of Art
Jar,Unidentified Artist,early 18th century,14.40.345,Porcelain with crackled green glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-14_40_345_whs-002.jpg,The Metropolitan Museum of Art
Panel with Longevity (Shou) Characters,Unidentified Artist,19th century,45.117.2,Silk and metallic thread tapestry (kesi),China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP335255.jpg,The Metropolitan Museum of Art
Vase in the shape of a flower,Unidentified Artist,12th century,17.175.5,Porcelain with bluish white glaze (Jingdezhen Qingbai ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/17_175_5_O.jpg,The Metropolitan Museum of Art
Plucking Chrysanthemums,Zhang Feng,dated 1658,2001.746.1,Hanging scroll; ink on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-21613-002.jpg,The Metropolitan Museum of Art
Tripod Cooking Vessel (Li),Unidentified Artist,13th–11th century BCE,1972.275.4,Earthenware with cord markings,China,https://images.metmuseum.org/CRDImages/as/mobile-large/199239.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,19th century,1974.369.2,Porcelain with turqoise glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/1974_369_2_O1_sf.jpg,The Metropolitan Museum of Art
Seal with Knob in the Shape of a Chimera,Unidentified Artist,ca. 3rd century,1994.605.15,Gilded bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1994_605_15_L35702.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,18th century,24.80.140,Nephrite,China,https://images.metmuseum.org/CRDImages/as/mobile-large/56673.jpg,The Metropolitan Museum of Art
Water Coupe,Unidentified Artist,Unknown Date,29.100.348,Porcelain with incised decoration under peachbloom glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/76128.jpg,The Metropolitan Museum of Art
Statuette,Unidentified Artist,17th century,30.76.100,Mud,China,https://images.metmuseum.org/CRDImages/as/mobile-large/30_76_100_F.JPG,The Metropolitan Museum of Art
Dagger-Axe,Unidentified Artist,11th–10th century BCE,1985.214.25,Bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1985_214_25_238265.jpg,The Metropolitan Museum of Art
Medallion,Unidentified Artist,Unknown Date,02.18.482,"Jadeite, light lavender with cloudings of emerald-green",China,https://images.metmuseum.org/CRDImages/as/mobile-large/33004.jpg,The Metropolitan Museum of Art
Crooked Pine,Wu Zhen,dated 1335,1985.120.1,Hanging scroll; ink on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DT8082.jpg,The Metropolitan Museum of Art
Misty Rain on the River in Spring,Wu Shixian,Unknown Date,1986.267.82,Folding fan mounted as an album leaf; ink on gold-flecked paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP162538.jpg,The Metropolitan Museum of Art
Dish,Unidentified Artist,Unknown Date,1997.1.9,Stoneware painted in brown on a white ground (Cizhou ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/1997_1_9_O2.jpg,The Metropolitan Museum of Art
Horse Fitting with Doe,Unidentified Artist,5th–4th century BCE,2002.201.68,Tinned bronze,Northwest China,https://images.metmuseum.org/CRDImages/as/mobile-large/2002_201_68.JPG,The Metropolitan Museum of Art
Pendant in the Shape of a Dragon,Unidentified Artist,ca. 5th century BCE,2006.397,Jade (nephrite),China,https://images.metmuseum.org/CRDImages/as/mobile-large/2006_397_O1.jpg,The Metropolitan Museum of Art
Statuette,Unidentified Artist,Unknown Date,30.76.108,Mud,China,https://images.metmuseum.org/CRDImages/as/mobile-large/30_76_108_F.JPG,The Metropolitan Museum of Art
Buckle,Unidentified Artist,Unknown Date,16.158.2,Bronze with silverplate,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP167634.jpg,The Metropolitan Museum of Art
Sleeve Band,Unidentified Artist,19th century,30.75.583,"Silk, metallic thread;  on silk",China,https://images.metmuseum.org/CRDImages/as/mobile-large/79029.jpg,The Metropolitan Museum of Art
Stele with seated Buddha (Maitreya) and attendant bodhisattvas,Unidentified Artist,dated 544 (2nd year of Wuding reign),14.94,Alabaster,China,https://images.metmuseum.org/CRDImages/as/mobile-large/14_94_24064.JPG,The Metropolitan Museum of Art
Vase,Unidentified Artist,Unknown Date,14.40.340,Porcelain,China,https://images.metmuseum.org/CRDImages/as/mobile-large/23498.jpg,The Metropolitan Museum of Art
Woman&#39;s Rank Badge with Wild Goose,Unidentified Artist,late 18th–early 19th century,30.75.1028,Silk on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/79729.jpg,The Metropolitan Museum of Art
Altar Stand,Unidentified Artist,Unknown Date,29.110.65,Cloisonné enamel,China,https://images.metmuseum.org/CRDImages/as/mobile-large/29_110_65_74128.jpg,The Metropolitan Museum of Art
Scholar&#39;s rock,Unidentified Artist,18th–19th century,"1984.495.2a, b",Taihu limestone; wood base,China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-1984_495_2ab-001.jpg,The Metropolitan Museum of Art
Brush Washer,Unidentified Artist,ca. 1700–22,29.100.351,Porcelain with peachbloom glazes,China,https://images.metmuseum.org/CRDImages/as/mobile-large/76129.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,Unknown Date,14.40.110,Porcelain,China,https://images.metmuseum.org/CRDImages/as/mobile-large/14_40_110_S_sf.jpg,The Metropolitan Museum of Art
Girdle ring,Unidentified Artist,Unknown Date,13.40.35,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/13_40_35_15209.jpg,The Metropolitan Museum of Art
Table screen with landscape scene,Unidentified Artist,18th–19th century,02.18.518,Jade (jadeite),China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP272512.jpg,The Metropolitan Museum of Art
Page from the Ten Bamboo Studio Manual of Painting and Calligraphy,Hu Zhengyan,first edition printed in 1633,CP82,Individual leaf from a printed book; ink and color on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-CP82_001.jpg,The Metropolitan Museum of Art
Girdle pendant,Unidentified Artist,Unknown Date,13.40.223,Jade,China,https://images.metmuseum.org/CRDImages/as/mobile-large/15163.jpg,The Metropolitan Museum of Art
Ornament,Unidentified Artist,19th century,24.80.131,Jadeite,China,https://images.metmuseum.org/CRDImages/as/mobile-large/57065.jpg,The Metropolitan Museum of Art
Dish in the shape of a leaf,Unidentified Artist,late 7th–early 8th century,1974.268.11,Silver with parcel gilding,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP100673.jpg,The Metropolitan Museum of Art
Piece,Unidentified Artist,late 17th–early 18th century,42.115.79,Silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/131195.jpg,The Metropolitan Museum of Art
Fish at play,Zhao Kexiong,12th–late 13th century,13.100.110,Album leaf; ink and color on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP153501.jpg,The Metropolitan Museum of Art
Belt hook,Unidentified Artist,5th–4th century BCE,51.134.5,Bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP167731.jpg,The Metropolitan Museum of Art
Textile with Coiled Dragons,Unidentified Artist,Unknown Date,1989.205,Plain-weave silk brocaded with metallic thread,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DT5068.jpg,The Metropolitan Museum of Art
Tolobei (tomb cover),Unidentified Artist,19th century,1977.390.2,"Silk, metallic thread",China,https://images.metmuseum.org/CRDImages/as/mobile-large/212679.jpg,The Metropolitan Museum of Art
Landscape in the style of Fan Kuan,Unidentified artist,early 12th century,56.151,Hanging scroll; ink and color on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP165244.jpg,The Metropolitan Museum of Art
Flower Pot with Stand (One of a Pair),Unidentified Artist,Unknown Date,29.110.59,Cloisonné enamel,China,https://images.metmuseum.org/CRDImages/as/mobile-large/29_110_59.JPG,The Metropolitan Museum of Art
Letter by Li Zhi,Bada Shanren (Zhu Da),dated 1702,1989.363.139,Folding fan mounted as an album leaf; ink on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP153887.jpg,The Metropolitan Museum of Art
"Table Valance with Theme of the ""Hundred Antiques""",Unidentified Artist,18th century,30.75.15,"Embroidered silk gauze
",China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-1316-001.jpg,The Metropolitan Museum of Art
Wine vessel ( Zun),Unidentified Artist,13th–10th century BCE,1985.214.6,Bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP155112.jpg,The Metropolitan Museum of Art
Ornament in the shape of a boat,Unidentified Artist,late 18th–early 19th century,04.6.20,Jade (nephrite),China,https://images.metmuseum.org/CRDImages/as/mobile-large/31627.jpg,The Metropolitan Museum of Art
Tile,Unidentified Artist,Unknown Date,10.202.28,Earthenware,China,https://images.metmuseum.org/CRDImages/as/mobile-large/10_202_28.JPG,The Metropolitan Museum of Art
Twill Damask with Paired Birds and Floral Pattern,Unidentified Artist,late 8th–9th century,1998.274,Silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/265760.jpg,The Metropolitan Museum of Art
Box with perforated cover,Unidentified Artist,late 17th–early 18th century,"23.95.6a, b",Porcelain painted in underglaze cobalt blue (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/23_95_6ab_O3_sf.jpg,The Metropolitan Museum of Art
Jar,Unidentified Artist,18th century,17.120.178,Porcelain with iron-corrosion glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/17_120_178_S1_sf.jpg,The Metropolitan Museum of Art
Cup and saucer with floral patterns,Unidentified Artist,late 18th century,"14.40.251a, b",Porcelain painted in overglaze polychrome enamels (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/LC-14_40_251ab_whs-003.jpg,The Metropolitan Museum of Art
Figure of a Lion,Unidentified Artist,Unknown Date,30.95.301,Porcelain with famille verte,China,https://images.metmuseum.org/CRDImages/as/mobile-large/81003.jpg,The Metropolitan Museum of Art
Vase in Meiping Shape,Unidentified Artist,late 18th–early 19th century,14.40.13,Porcelain with coral-red glaze (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-14605-007.jpg,The Metropolitan Museum of Art
Rank Badge with Silver Pheasant,Unidentified Artist,late 18th century,30.75.965,Silk on silk,China,https://images.metmuseum.org/CRDImages/as/mobile-large/79906.jpg,The Metropolitan Museum of Art
Brush holder with dragons and clouds,Unidentified Artist,Unknown Date,13.100.145,Carved red lacquer,China,https://images.metmuseum.org/CRDImages/as/mobile-large/13_100_145.JPG,The Metropolitan Museum of Art
Vase,Unidentified Artist,19th century,91.1.422,Porcelain with mirror-black glaze and overglaze iron decoration,China,https://images.metmuseum.org/CRDImages/as/mobile-large/13561.jpg,The Metropolitan Museum of Art
Rank Badge with Mandarin Duck,Unidentified Artist,18th century,30.75.1021,Silk and metallic thread embroidery on silk satin,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP-14772-001.jpg,The Metropolitan Museum of Art
Vase,Unidentified Artist,Unknown Date,79.2.57,Porcelain with a dappled blue and green glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/79_2_57_O2_sf.jpg,The Metropolitan Museum of Art
Earring,Unidentified Artist,19th century,15.95.165,Gold with precious and semi-precious stones,Eastern Tibet,https://images.metmuseum.org/CRDImages/as/mobile-large/15_95_165.jpg,The Metropolitan Museum of Art
Cap-Shaped Plaque with Lion,Unidentified Artist,7th–9th century,2002.556.36,Gold,"China (Xinjiang Autonomous Region, Central Asia)",https://images.metmuseum.org/CRDImages/as/mobile-large/DP271870.jpg,The Metropolitan Museum of Art
Lotus shoes,Unidentified Artist,19th century,1977.411,Cotton,China (Han),https://images.metmuseum.org/CRDImages/as/mobile-large/1977.411.jpg,The Metropolitan Museum of Art
Roof tile fragment,Unidentified Artist,16th–17th century,29.80.16,Earthenware with dark blue glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/73677.jpg,The Metropolitan Museum of Art
Stemmed Bowl,Unidentified Artist,8th century BCE,2003.66.8,Bronze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP203287.jpg,The Metropolitan Museum of Art
Bowl,Unidentified Artist,18th century,21.175.96,Jadeite,China,https://images.metmuseum.org/CRDImages/as/mobile-large/49267.jpg,The Metropolitan Museum of Art
Gallipot,Unidentified Artist,Unknown Date,29.100.316,Porcelain with ox-blood glaze,China,https://images.metmuseum.org/CRDImages/as/mobile-large/76115.jpg,The Metropolitan Museum of Art
Jar with immortals,Unidentified Artist,late 15th century,61.200.18,Porcelain with raised slip and enamels (Jingdezhen ware),China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP225278.jpg,The Metropolitan Museum of Art
Tray,Unidentified Artist,17th century,26.264.4,Lacquer,China,https://images.metmuseum.org/CRDImages/as/mobile-large/26_264_4_O1.JPG,The Metropolitan Museum of Art
Shellac Specimen for Jade Carving,Unidentified Artist,20th century,1981.296.34,Shellac,China,https://images.metmuseum.org/CRDImages/as/mobile-large/1981_296_34_O1.jpg,The Metropolitan Museum of Art
Woman&#39;s Headdress,Unidentified Artist,Unknown Date,45.108.1,Silk satin over a metal frame,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP14498.jpg,The Metropolitan Museum of Art
Rank Badge with Quail,Unidentified Artist,late 18th–early 19th century,30.75.924,"Silk, metallic thread on silk",China,https://images.metmuseum.org/CRDImages/as/mobile-large/79944.jpg,The Metropolitan Museum of Art
Poetic Maxim,Zheng Fu,dated 1691,2015.784.9,Hanging scroll; ink on paper,China,https://images.metmuseum.org/CRDImages/as/mobile-large/DP146576.jpg,The Metropolitan Museum of Art
